PARTICIPANTES;ID_PESQUISA;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
11;3118;1219;14/05/2020 01:06;PT-BR;38;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rj;Single;0;No;Life carries on with minor changes;2;0;Program A;NA;No;3;4;5;2;1;3;2;2;4;3;3;2;4;3;5;8;5;8;5;0;10;5;5;4;4;4;10;6;5;4;5;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;1;3;4;4;4;1;3;2;3;4;4;5;5;3;4;2;3;2;6;4;4;4;4;3;6;6;3;6;6;3;6;6;3;5;2;6;1;NA;4;2;2;4;4;4;5;4;4;4;4;4;4;3;4;5;4;4;6;5;4;3;4;4;4;4;NA;4;2;5;2;2;2;NA;3.9;3;566.666.666.666.667;333.333.333.333.333;266.666.666.666.667;4;366.666.666.666.667;3.7;NA
12;3121;1556;14/05/2020 00:48;PT-BR;44;Male;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;RJ;Married/cohabiting;1;Yes;Isolated;1;1;NA;Program D;Not sure;4;4;4;3;2;3;2;2;4;3;3;3;4;4;6;1;1;3;1;4;1;3;5;5;4;4;0;6;6;5;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;5;6;2;6;6;6;4;4;5;1;2;5;6;5;6;6;4;5;4;4;6;4;5;4;4;4;6;6;2;5;6;1;6;1;6;6;A questão cultural;5;5;2;4;5;6;5;5;6;5;4;5;3;5;4;4;4;4;4;4;5;3;1;4;4;5;NA;4;4;6;4;6;3;A Questão da prestação de serviços!;3.7;333.333.333.333.333;333.333.333.333.333;533.333.333.333.333;6;4;366.666.666.666.667;4.8;NA
13;3126;1625;14/05/2020 00:24;PT-BR;57;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;rio de janeiro;Married/cohabiting;3;Yes;Isolated;3;0;NA;Program C;No;3;4;5;3;1;2;5;3;3;3;4;2;4;2;8;0;1;0;3;10;0;6;6;6;6;6;0;5;1;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;5;6;6;4;5;6;6;1;6;6;6;1;6;6;2;5;6;5;1;4;1;1;6;6;6;6;6;6;1;1;3;5;4;6;2;4;1;NA;6;5;5;5;3;4;5;6;6;6;1;5;6;5;5;5;4;5;4;6;5;1;5;6;6;1;NA;5;6;6;5;5;1;A irrresponsa bilidade do povo brasileiro o s absudos pregados pelo presidente do Brasil;3.2;333.333.333.333.333;3;5;566.666.666.666.667;6;6;5.1;NA
14;3146;834;13/05/2020 22:50;PT-BR;40;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;No;Life carries on with minor changes;1;1;NA;Program D;Yes;5;3;3;3;1;5;5;2;5;5;4;2;3;6;3;8;4;2;0;0;10;2;4;1;4;1;10;5;1;1;6;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;2;6;6;4;5;4;6;4;4;6;4;5;5;2;3;6;2;6;6;2;1;6;6;4;3;4;5;1;4;6;2;6;5;6;2;6;4;NA;5;6;4;5;5;6;4;5;5;5;5;4;6;6;5;6;2;3;4;2;2;1;5;5;5;6;NA;6;4;2;5;2;5;NA;3.9;3;533.333.333.333.333;5;5;433.333.333.333.333;366.666.666.666.667;5;NA
15;3174;1023;14/05/2020 20:53;PT-BR;59;Female;Up to 12 years of school;Up to 9 years of school;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Isolated;2;1;Program A;NA;Yes;4;3;4;2;2;3;3;3;4;3;4;NA;NA;7;7;8;8;6;6;1;9;2;2;2;1;2;8;5;5;3;2;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;2;4;4;5;6;4;4;5;4;5;5;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.5;4;466.666.666.666.667;333.333.333.333.333;466.666.666.666.667;366.666.666.666.667;5;NA;NA
16;3184;619;14/05/2020 20:32;PT-BR;42;Male;College degree, bachelor, master;Up to 9 years of school;Retired;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;1;1;Program A;NA;No;3;3;2;5;3;1;5;5;2;1;3;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;6;1;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;4;NA;5;5;5;NA;4;NA;5;4;NA;5;5;5;6;6;6;4;5;4;5;6;6;6;5;6;5;4;6;4;6;5;5;5;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8;233.333.333.333.333;3;3;5;4;4.5;NA;NA
17;3188;1511;13/05/2020 20:56;PT-BR;44;Female;College degree, bachelor, master;Up to 9 years of school;Full time employed;Brazil;no;rio de janeiro;Married/cohabiting;2;Yes;Isolated;1;2;NA;Program C;No;3;2;4;3;2;3;3;2;2;3;2;3;3;7;9;5;6;8;5;6;5;6;6;6;5;5;6;6;6;6;1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;6;6;6;1;4;5;4;4;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;6;5;5;5;4;5;1;2;6;3;5;1;6;6;NA;6;5;6;6;6;6;6;6;6;6;6;1;6;1;6;5;5;5;6;5;5;6;5;6;6;6;NA;6;6;6;6;6;6;NA;3.1;266.666.666.666.667;266.666.666.666.667;6;433.333.333.333.333;5;433.333.333.333.333;5.9;NA
18;3189;2050;13/05/2020 20:42;PT-BR;53;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;Program B;NA;Yes;4;3;3;4;1;3;3;3;4;3;4;3;4;5;5;0;3;3;0;3;0;6;6;6;6;6;0;3;6;6;5;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;5;5;6;5;5;6;4;4;6;2;5;6;3;5;5;5;5;4;5;4;99;3;3;6;6;5;5;5;4;2;6;3;3;4;6;5;NA;5;4;5;6;4;5;1;5;5;5;1;4;5;3;2;2;NA;5;6;5;NA;1;5;5;5;2;NA;NA;NA;4;4;4;NA;NA;3.3;366.666.666.666.667;366.666.666.666.667;366.666.666.666.667;533.333.333.333.333;433.333.333.333.333;333.333.333.333.333;4.5;NA
19;3203;819;14/05/2020 19:58;PT-BR;37;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;RJ;Divorced/widowed;1;Yes;Isolated;4;1;Program B;NA;No;2;3;3;3;4;3;4;2;2;2;2;2;3;5;8;1;5;5;6;7;2;5;5;5;5;5;0;6;6;5;1;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;6;4;4;6;6;6;3;4;4;4;4;5;2;3;4;4;3;3;3;4;3;5;2;6;6;4;4;4;4;3;5;3;5;1;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.6;233.333.333.333.333;333.333.333.333.333;433.333.333.333.333;6;4;4;NA;NA
20;3218;309;14/05/2020 19:24;PT-BR;29;Female;Up to 12 years of school;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Life carries on with minor changes;1;2;Program B;NA;Not sure;5;5;5;3;1;3;3;1;5;3;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;1;NA;NA;NA;NA;NA;NA;NA
21;3220;1095;13/05/2020 19:27;PT-BR;39;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;3;2;Program B;NA;No;3;3;4;3;2;3;3;2;4;2;3;3;4;6;7;1;5;6;8;9;1;6;5;5;3;6;0;6;6;6;5;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;6;6;5;6;5;3;2;2;4;5;4;3;5;6;6;6;6;5;5;4;6;6;6;4;6;6;4;4;3;4;5;4;5;6;2;6;5;NA;5;5;5;5;5;5;5;5;5;6;1;6;5;5;5;5;2;1;5;5;6;1;5;6;4;1;NA;5;6;5;3;2;1;NA;3.3;333.333.333.333.333;333.333.333.333.333;4;333.333.333.333.333;466.666.666.666.667;433.333.333.333.333;5.1;NA
22;3227;1191;13/05/2020 19:16;PT-BR;52;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;2;NA;NA;Program C;No;3;2;3;4;3;2;4;4;3;2;3;2;3;5;7;0;3;4;4;7;0;1;1;1;4;2;0;6;6;6;1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;5;4;3;5;3;4;2;3;4;4;5;2;6;4;4;5;2;3;3;1;4;1;4;1;6;6;6;1;1;2;3;2;4;5;2;6;1;NA;5;4;4;4;4;5;5;2;5;5;1;2;5;1;5;4;1;2;5;4;4;1;5;5;5;1;NA;1;5;5;4;4;1;NA;2.4;266.666.666.666.667;266.666.666.666.667;3;3;4;533.333.333.333.333;4.3;NA
23;3256;1086;14/05/2020 18:56;PT-BR;60;Female;Up to 9 years of school;Up to 6 years of school;Retired;Brazil;no;NA;Divorced/widowed;0;Yes;Isolated;2;0;Program A;NA;Yes;4;4;4;3;1;4;4;2;3;3;1;1;5;8;10;NA;8;4;NA;8;NA;NA;NA;NA;NA;NA;1;1;6;6;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2;5;5;6;2;6;6;2;5;6;6;6;2;5;NA;NA;NA;NA;NA;5;NA;NA;99;NA;NA;5;NA;NA;NA;NA;99;6;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6;233.333.333.333.333;333.333.333.333.333;533.333.333.333.333;466.666.666.666.667;466.666.666.666.667;533.333.333.333.333;NA;NA
24;3264;996;13/05/2020 18:52;PT-BR;46;Male;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;1;Program A;NA;No;2;1;3;5;3;1;5;3;2;1;2;2;3;7;8;4;5;4;4;5;5;5;5;5;5;5;5;6;5;6;2;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;6;6;2;6;4;5;3;6;6;3;6;5;2;1;1;4;1;2;1;1;2;2;2;2;3;2;1;1;1;2;2;2;2;1;1;1;NA;6;6;6;6;6;6;6;6;6;6;4;5;5;5;5;3;4;4;4;5;4;4;6;5;6;4;NA;5;4;3;5;2;1;NA;1.8;233.333.333.333.333;133.333.333.333.333;566.666.666.666.667;5;533.333.333.333.333;3;6;NA
25;3276;1340;13/05/2020 18:35;PT-BR;41;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Isolated;1;0;NA;Program D;No;1;1;1;5;5;1;5;5;2;1;2;1;1;9;9;0;3;8;3;10;1;4;6;4;6;6;0;6;6;5;2;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;5;4;5;3;6;5;5;4;5;5;2;2;6;2;1;99;1;4;1;1;1;99;6;2;5;5;99;1;1;1;1;1;1;4;1;2;5;NA;6;6;6;6;6;6;6;6;6;6;4;4;5;4;5;6;1;1;6;5;4;5;6;5;4;5;NA;6;6;6;6;5;3;NA;1.1;133.333.333.333.333;233.333.333.333.333;433.333.333.333.333;533.333.333.333.333;433.333.333.333.333;433.333.333.333.333;6;NA
26;3283;2076;13/05/2020 17:56;PT-BR;54;Male;College degree, bachelor, master;NA;Full time employed;Brazil;no;Rio de janeiro;Married/cohabiting;3;No;Isolated;3;0;NA;Program D;No;2;2;3;5;3;2;4;3;2;1;1;1;3;5;8;9;9;8;5;4;9;6;6;6;6;6;9;5;6;5;4;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;5;4;4;4;5;4;3;5;5;5;1;5;2;2;2;2;2;4;4;2;2;4;4;2;3;4;2;2;2;1;3;2;3;2;3;4;NA;5;5;5;5;5;5;5;5;5;5;5;4;5;3;5;4;2;2;4;5;4;5;5;5;6;5;NA;4;2;3;3;4;4;Estou com suspeita de contaminação, aguardando resultado;2.1;166.666.666.666.667;266.666.666.666.667;4;433.333.333.333.333;466.666.666.666.667;533.333.333.333.333;5;NA
27;3285;1893;13/05/2020 17:48;PT-BR;34;Female;College degree, bachelor, master;Up to 6 years of school;Part time employed;Brazil;no;RJ;Married/cohabiting;0;Yes;Isolated;2;0;NA;NA;NA;4;4;5;2;3;4;2;2;4;3;3;2;3;7;8;0;2;5;3;8;0;NA;NA;NA;NA;NA;0;5;5;5;1;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;2;5;3;3;4;5;4;2;5;5;3;5;4;5;4;99;5;3;3;4;5;99;3;4;6;6;5;3;2;3;4;5;5;5;4;5;2;NA;6;5;4;6;5;5;5;6;5;6;2;5;6;4;5;4;5;5;6;5;4;1;4;5;6;4;NA;5;5;5;5;5;2;Tenho Anemia Falciforme e estou com muito medo do Coronavírus.;3.9;266.666.666.666.667;5;4;433.333.333.333.333;5;3;5.3;NA
28;3288;1358;14/05/2020 17:29;PT-BR;35;Female;College degree, bachelor, master;Up to 6 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;0;Program A;NA;No;5;5;5;2;1;5;2;1;4;4;2;3;3;3;7;1;3;8;5;10;0;6;6;5;6;4;0;4;6;6;1;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;5;6;6;1;6;6;6;4;1;6;6;6;5;6;1;4;4;4;6;1;6;99;5;1;6;6;1;1;4;1;2;4;6;6;1;6;6;NA;6;2;2;5;5;5;2;6;5;6;1;4;4;2;4;6;1;1;3;6;3;1;4;5;4;1;NA;6;5;2;4;1;1;O que mais me angustia no momento é não ter certeza que o governo está fazendo o melhor para proteger a população| as informações e diretrizes são desencontradas e pouco críveis. O povo caminha sem mapa ou bússola, com uma venda nos olhos à beira do abismo. É assim que me sinto.;4.6;266.666.666.666.667;433.333.333.333.333;6;6;333.333.333.333.333;4;4.4;NA
29;3292;962;13/05/2020 16:57;PT-BR;41;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;1;Program B;NA;No;3;3;3;NA;1;3;3;1;3;2;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;2;4;5;5;3;5;5;3;3;4;2;1;5;5;5;5;5;5;5;1;6;6;6;6;6;6;6;6;5;1;6;5;5;6;5;6;2;NA;6;5;5;6;6;5;2;5;5;5;2;5;6;2;5;5;2;5;6;2;5;5;5;5;6;5;NA;2;2;5;2;5;2;NA;333.333.333.333.333;2;366.666.666.666.667;366.666.666.666.667;433.333.333.333.333;366.666.666.666.667;433.333.333.333.333;5;NA
30;3297;1109;14/05/2020 16:34;PT-BR;29;Female;College degree, bachelor, master;Up to 9 years of school;Student;Brazil;yes;Rio de janeiro;Married/cohabiting;1;Yes;Isolated;5;1;NA;Program D;No;3;5;5;3;1;4;2;2;4;5;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;4;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;4;3;4;4;5;5;5;3;5;5;6;4;6;6;6;4;6;6;6;5;6;99;6;6;5;6;3;6;5;6;6;1;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;333.333.333.333.333;4;433.333.333.333.333;366.666.666.666.667;4;333.333.333.333.333;NA;NA
31;3302;994;13/05/2020 16:20;PT-BR;57;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de janeiro;Married/cohabiting;3;No;Life carries on with minor changes;2;1;NA;Program C;No;4;3;4;4;3;3;3;3;3;2;2;2;3;5;6;5;5;5;6;2;4;4;4;4;4;4;5;6;4;4;5;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;2;4;3;4;3;3;2;4;4;4;3;5;6;4;5;5;5;5;5;5;2;2;6;5;6;5;5;6;5;2;4;4;3;6;3;5;5;NA;4;4;2;2;4;4;4;2;4;4;4;4;4;4;4;5;3;2;5;4;4;4;3;2;6;3;NA;4;4;4;4;4;2;NA;3;233.333.333.333.333;5;333.333.333.333.333;266.666.666.666.667;366.666.666.666.667;366.666.666.666.667;3.4;NA
32;3303;1042;13/05/2020 16:19;PT-BR;63;Male;PhD/Doctorate;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Life carries on with minor changes;1;1;Program B;NA;No;3;1;2;5;3;5;4;4;3;2;3;1;3;7;8;10;6;8;5;3;10;6;6;6;6;5;10;5;6;6;4;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;6;5;5;3;2;3;4;2;4;6;5;1;NA;2;2;2;5;2;4;2;2;2;6;2;4;5;3;2;2;2;2;3;4;2;2;6;6;NA;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;1;1;4;6;5;6;5;5;5;5;NA;5;5;5;5;5;2;NA;2.4;233.333.333.333.333;166.666.666.666.667;466.666.666.666.667;3;5;5.5;4.8;NA
33;3305;1784;13/05/2020 16:29;PT-BR;55;Male;College degree, bachelor, master;College degree;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;2;0;Program A;NA;No;3;1;2;4;4;3;5;5;3;2;1;2;1;7;8;2;4;4;5;5;4;6;6;5;5;5;4;5;5;6;5;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;5;6;3;5;3;1;4;2;5;4;5;4;4;4;5;5;6;5;5;2;4;2;5;4;6;5;5;5;6;5;2;5;2;2;2;3;2;NA;5;5;4;5;5;5;5;5;5;5;3;5;5;4;4;5;5;5;5;4;5;5;4;5;5;3;NA;5;5;3;5;5;4;NA;2;133.333.333.333.333;3;366.666.666.666.667;266.666.666.666.667;466.666.666.666.667;4;4.9;NA
34;3307;1439;13/05/2020 16:17;PT-BR;40;Male;Some College, short continuing education or equivalent;Up to 9 years of school;Full time employed;Brazil;no;Rio de janeiro;Single;0;Yes;NA;5;1;NA;Program D;No;NA;NA;4;3;3;3;NA;3;NA;NA;1;NA;1;6;7;2;5;5;5;8;2;6;6;6;6;6;4;6;6;4;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;5;6;6;3;4;4;6;2;5;4;4;4;4;6;5;99;99;4;4;6;5;1;4;99;6;6;6;1;1;1;1;1;5;4;1;4;99;NA;6;5;5;5;6;5;6;6;5;6;3;3;6;6;6;1;6;6;6;6;5;1;5;6;6;4;NA;1;6;6;3;1;1;NA;3.2;1;4;533.333.333.333.333;466.666.666.666.667;466.666.666.666.667;366.666.666.666.667;5.5;NA
35;3311;2189;13/05/2020 16:22;PT-BR;42;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;RJ;Divorced/widowed;0;Yes;Isolated;0;0;Program B;NA;Not sure;4;4;5;4;1;5;3;2;5;4;3;4;5;5;9;6;7;8;1;5;8;5;6;6;6;6;5;5;6;6;5;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;1;4;1;6;4;5;5;6;3;4;6;4;6;3;6;99;2;4;5;5;99;99;6;4;6;6;99;2;5;4;6;6;5;6;2;6;5;A falta de leitos de UTI e de respiradores nos hospitais públicos e particulares;6;5;4;5;6;6;6;6;6;6;4;1;6;1;3;2;4;4;4;6;1;4;5;6;6;4;Cuidar da minha alimentação;6;1;4;5;5;1;A perda da individualidade e a determinação por parte do governo (estadual e municipal) daquilo o que passar a ser essencial para todos. A veiculação incessante e explícita por parte da mídia de imagens e fotos de velórios e enterros. O tom ameaçador da mídia em relação ao vírus e ao isolamento (se você duvidar da existência/força do vírus ou se você desafiá-lo, você morrerá).;4.1;4;6;2;466.666.666.666.667;266.666.666.666.667;5;5.6;NA
36;3313;2536;13/05/2020 16:26;PT-BR;47;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;1;Yes;Isolated;1;0;NA;Program D;No;2;4;3;3;1;4;4;2;3;3;3;1;4;2;3;NA;NA;NA;1;5;0;6;6;6;6;6;0;5;5;5;1;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;6;6;2;6;5;6;5;3;5;6;5;1;6;6;4;2;6;6;4;4;1;99;5;6;6;6;6;NA;1;2;5;6;1;6;4;6;1;Ansiosa por não saber quando tudo isso vai acabar. Esta é a principal angustia. E por ter minha mãe, filho, sobrinhas e irmã como grupo de risco. Sou autonoma e sem previsao de reeber nenhum valor previsto para receber e ainda nao ter sido aprovada no auxilio do governo. Ver o governo federal debochando de mortos é o que mais me causa desespero, revolta e ódio.;2;5;4;2;2;4;5;6;4;2;1;2;4;1;4;5;1;4;6;5;5;1;4;5;6;1;NA;2;5;4;5;4;1;As alucinações e deboches do presidente da República.  Ansiedade por meu filho, mãe e outros no grupo de risco. Sou a favor total do isolamento, mas não sei como será a questão financeira por ser autônoma e estar com renda 0. Não ter prazo para acabar tudo isso me deixa extremamente ansiosa.;3.3;266.666.666.666.667;3;3;533.333.333.333.333;5;566.666.666.666.667;3.6;NA
37;3376;460;14/05/2020 12:53;PT-BR;34;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Mato Grosso do Sul;Married/cohabiting;0;Yes;Isolated;1;0;Program A;NA;No;3;3;2;3;3;3;4;3;3;2;3;3;4;6;7;6;6;7;8;8;3;3;4;4;6;5;1;4;4;5;2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.7;333.333.333.333.333;NA;NA;NA;NA;NA;NA;NA
